,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
460,id5417,An increase in an object's temperature occurs when, B,1.0,9, B,1.0,9,C,0.0,9, B,1.0,9, D,0.0,9, C,0.0,9, B,1.0,9,B,1.0,9,D,0.0,9,B,1.0,9,B,1.0,9,D,0.0,9,B,1.0,9, B,1.0,9, B,1.0,9, D,0.0,9, B,1.0,9,D,0.0,9, B,1.0,9, B,1.0,9, D,0.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9,A,0.0,9, B,1.0,9, B,1.0,9,B,1.0,9,D,0.0,9,0.479463301485384,Low
417,id5374,Water levels may decrease on cloudless days because, C,1.0,9, C,1.0,9,B,0.0,9, C,1.0,9, D,0.0,9, C,1.0,9, B,0.0,9,C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9, C,1.0,9, C,1.0,9, D,0.0,9, B,0.0,9,C,1.0,9, B,0.0,9, C,1.0,9, C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9, B,0.0,9,A,0.0,9, D,0.0,9, C,1.0,9,B,0.0,9,C,1.0,9,0.4794633014853841,Low
453,id5410,What has more gravity force than Earth but less than the sun?, A,1.0,13, A,1.0,13,A,1.0,13, B,0.0,13, B,0.0,13, B,0.0,13, A,1.0,13,A,1.0,13,B,0.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, B,0.0,13, C,0.0,13, A,1.0,13,A,1.0,13, C,0.0,13, A,1.0,13, B,0.0,13,A,1.0,13,A,1.0,13,A,1.0,13, B,0.0,13,B,0.0,13, A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13,0.4794633014853841,Low
388,id5345,Objects used to hold sheets of paper together are often, B,0.0,11, C,1.0,11,C,1.0,11, B,0.0,11, B,0.0,11, B,0.0,11, C,1.0,11,C,1.0,11,D,0.0,11,B,0.0,11,B,0.0,11,D,0.0,11,C,1.0,11, C,1.0,11, B,0.0,11, D,0.0,11, C,1.0,11,A,0.0,11, C,1.0,11, D,0.0,11, B,0.0,11,B,0.0,11,C,1.0,11,C,1.0,11, B,0.0,11,B,0.0,11, A,0.0,11, D,0.0,11,B,0.0,11,B,0.0,11,0.4794633014853841,Low
24,id4981,Shining a light through a diamond can, B,1.0,8, B,1.0,8,B,1.0,8, D,0.0,8, B,1.0,8, A,0.0,8, B,1.0,8,B,1.0,8,D,0.0,8,B,1.0,8,B,1.0,8,B,1.0,8,B,1.0,8, B,1.0,8, D,0.0,8, A,0.0,8, B,1.0,8,B,1.0,8, A,0.0,8, B,1.0,8, A,0.0,8,B,1.0,8,B,1.0,8,B,1.0,8, B,1.0,8,D,0.0,8, A,0.0,8, A,0.0,8,B,1.0,8,B,1.0,8,0.4794633014853841,Low
415,id5372,Did pasteurization get invented by Thomas Edison?, A,1.0,8, B,0.0,8,A,1.0,8, C,0.0,8, B,0.0,8, A,1.0,8, A,1.0,8,A,1.0,8,C,0.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, A,1.0,8, A,1.0,8, B,0.0,8, A,1.0,8,B,0.0,8, C,0.0,8, A,1.0,8, B,0.0,8,A,1.0,8,A,1.0,8,A,1.0,8, A,1.0,8,C,0.0,8, B,0.0,8, A,1.0,8,A,1.0,8,A,1.0,8,0.4794633014853841,Low
411,id5368,Which beverage would dissolve solids the best?, B,1.0,8, B,1.0,8,A,0.0,8, D,0.0,8, D,0.0,8, B,1.0,8, B,1.0,8,B,1.0,8,A,0.0,8,B,1.0,8,B,1.0,8,D,0.0,8,B,1.0,8, B,1.0,8, B,1.0,8, C,0.0,8, B,1.0,8,B,1.0,8, C,0.0,8, B,1.0,8, D,0.0,8,B,1.0,8,B,1.0,8,B,1.0,8, B,1.0,8,A,0.0,8, B,1.0,8, A,0.0,8,B,1.0,8,B,1.0,8,0.4794633014853841,Low
19,id4976,An animal that only eats plants is a, D,0.0,9, B,1.0,9,C,0.0,9, C,0.0,9, C,0.0,9, C,0.0,9, B,1.0,9,B,1.0,9,C,0.0,9,C,0.0,9,C,0.0,9,D,0.0,9,D,0.0,9, B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9,A,0.0,9, D,0.0,9, B,1.0,9, C,0.0,9,C,0.0,9,D,0.0,9,The,0.0,9, B,1.0,9,C,0.0,9, A,0.0,9, C,0.0,9,B,1.0,9,D,0.0,9,0.4794633014853841,Low
445,id5402,Hand dryers can also be used to, C,0.0,8, B,1.0,8,None,0.0,8, C,0.0,8, C,0.0,8, A,0.0,8, B,1.0,8,B,1.0,8,B,1.0,8,B,1.0,8,B,1.0,8,B,1.0,8,B,1.0,8, B,1.0,8, A,0.0,8, B,1.0,8, B,1.0,8,B,1.0,8, D,0.0,8, B,1.0,8, C,0.0,8,B,1.0,8,B,1.0,8,B,1.0,8, B,1.0,8,D,0.0,8, C,0.0,8, B,1.0,8,B,1.0,8,B,1.0,8,0.4794633014853841,Low
419,id5376,Steve was driving on the highway when he rear-ended another car because he didn't see it until he was just a foot away. This could have happened because of, C,1.0,30, C,1.0,30,D,0.0,30, D,0.0,30, D,0.0,30, C,1.0,30, C,1.0,30,C,1.0,30,D,0.0,30,C,1.0,30,C,1.0,30,D,0.0,30,C,1.0,30, C,1.0,30, C,1.0,30, D,0.0,30, C,1.0,30,C,1.0,30, D,0.0,30, C,1.0,30, C,1.0,30,C,1.0,30,C,1.0,30,C,1.0,30, B,0.0,30,D,0.0,30, C,1.0,30, D,0.0,30,C,1.0,30,C,1.0,30,0.4794633014853841,Low
499,id5456,Some animals use a liquid coming from their skin to adjust to, D,0.0,13, C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, D,0.0,13, C,1.0,13,C,1.0,13,B,0.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, B,0.0,13, C,1.0,13,D,0.0,13, D,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, B,0.0,13,C,1.0,13, A,0.0,13, A,0.0,13,D,0.0,13,C,1.0,13,0.4794633014853841,Low
377,id5334,After a storm, C,1.0,4, C,1.0,4,C,1.0,4, D,0.0,4, D,0.0,4, C,1.0,4, C,1.0,4,C,1.0,4,D,0.0,4,C,1.0,4,C,1.0,4,A,0.0,4,C,1.0,4, C,1.0,4, C,1.0,4, D,0.0,4, C,1.0,4,C,1.0,4, D,0.0,4, C,1.0,4, D,0.0,4,C,1.0,4,C,1.0,4,C,1.0,4, B,0.0,4,C,1.0,4, D,0.0,4, D,0.0,4,C,1.0,4,C,1.0,4,0.4794633014853841,Low
125,id5082,"Since density = mass / volume, denser liquids such as water sink more than", A,1.0,15, B,0.0,15,B,0.0,15, D,0.0,15, B,0.0,15, C,0.0,15, A,1.0,15,A,1.0,15,B,0.0,15,B,0.0,15,B,0.0,15,D,0.0,15,D,0.0,15, A,1.0,15, A,1.0,15, D,0.0,15, A,1.0,15,D,0.0,15, C,0.0,15, A,1.0,15, C,0.0,15,A,1.0,15,B,0.0,15,A,1.0,15, C,0.0,15,D,0.0,15, D,0.0,15, D,0.0,15,B,0.0,15,A,1.0,15,0.4794633014853841,Low
162,id5119,I'm an animal with a white fur and a large fluffy tail that lives in arctic regions; what am I?, D,0.0,21, B,1.0,21,B,1.0,21, D,0.0,21, C,0.0,21, B,1.0,21, D,0.0,21,B,1.0,21,D,0.0,21,D,0.0,21,B,1.0,21,B,1.0,21,D,0.0,21, D,0.0,21, D,0.0,21, C,0.0,21, D,0.0,21,D,0.0,21, A,0.0,21, D,0.0,21, B,1.0,21,D,0.0,21,D,0.0,21,B,1.0,21, B,1.0,21,B,1.0,21, D,0.0,21, D,0.0,21,D,0.0,21,D,0.0,21,0.4794633014853841,Low
177,id5134,Eyes allow humans, A,1.0,4, A,1.0,4,A,1.0,4, D,0.0,4, D,0.0,4, D,0.0,4, A,1.0,4,A,1.0,4,D,0.0,4,A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4, A,1.0,4, A,1.0,4, C,0.0,4, A,1.0,4,A,1.0,4, C,0.0,4, A,1.0,4, D,0.0,4,A,1.0,4,A,1.0,4,A,1.0,4, B,0.0,4,D,0.0,4, C,0.0,4, A,1.0,4,A,1.0,4,A,1.0,4,0.4794633014853841,Low
109,id5066,Earthquakes, B,0.0,2, C,1.0,2,C,1.0,2, D,0.0,2, D,0.0,2, D,0.0,2, C,1.0,2,C,1.0,2,D,0.0,2,C,1.0,2,C,1.0,2,C,1.0,2,C,1.0,2, C,1.0,2, C,1.0,2, C,1.0,2, C,1.0,2,C,1.0,2, B,0.0,2, D,0.0,2, C,1.0,2,C,1.0,2,C,1.0,2,C,1.0,2, B,0.0,2,A,0.0,2, C,1.0,2, A,0.0,2,C,1.0,2,C,1.0,2,0.4794633014853841,Low
225,id5182,Members of rock bands often perform with, C,1.0,8, C,1.0,8,A,0.0,8, D,0.0,8, A,0.0,8, D,0.0,8, C,1.0,8,C,1.0,8,D,0.0,8,C,1.0,8,C,1.0,8,D,0.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,A,0.0,8, D,0.0,8, C,1.0,8, C,1.0,8,A,0.0,8,C,1.0,8,C,1.0,8, B,0.0,8,C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,0.4794633014853841,Low
228,id5185,small reptile's diet consists mostly of, B,1.0,7, B,1.0,7,B,1.0,7, B,1.0,7, B,1.0,7, B,1.0,7, A,0.0,7,B,1.0,7,A,0.0,7,B,1.0,7,B,1.0,7,A,0.0,7,B,1.0,7, B,1.0,7, A,0.0,7, C,0.0,7, A,0.0,7,B,1.0,7, B,1.0,7, B,1.0,7, A,0.0,7,A,0.0,7,B,1.0,7,B,1.0,7, B,1.0,7,B,1.0,7, D,0.0,7, B,1.0,7,B,1.0,7,A,0.0,7,0.4794633014853841,Low
232,id5189,An example of a chemical reaction would be, C,0.0,9, A,1.0,9,A,1.0,9, C,0.0,9, D,0.0,9, A,1.0,9, A,1.0,9,A,1.0,9,D,0.0,9,A,1.0,9,A,1.0,9,A,1.0,9,A,1.0,9, A,1.0,9, A,1.0,9, C,0.0,9, A,1.0,9,A,1.0,9, D,0.0,9, C,0.0,9, D,0.0,9,A,1.0,9,A,1.0,9,A,1.0,9, B,0.0,9,D,0.0,9, A,1.0,9, A,1.0,9,A,1.0,9,A,1.0,9,0.4794633014853841,Low
241,id5198,Dunes can be made out of the same thing as, B,0.0,11, B,0.0,11,D,1.0,11, D,1.0,11, B,0.0,11, D,1.0,11, A,0.0,11,D,1.0,11,B,0.0,11,A,0.0,11,B,0.0,11,A,0.0,11,B,0.0,11, D,1.0,11, D,1.0,11, C,0.0,11, A,0.0,11,A,0.0,11, C,0.0,11, A,0.0,11, B,0.0,11,D,1.0,11,B,0.0,11,D,1.0,11, B,0.0,11,A,0.0,11, A,0.0,11, C,0.0,11,D,1.0,11,D,1.0,11,0.4794633014853841,Low
75,id5032,Over a period of time the weather can change, B,0.0,10, C,1.0,10,None,0.0,10, D,0.0,10, C,1.0,10, D,0.0,10, C,1.0,10,C,1.0,10,A,0.0,10,A,0.0,10,A,0.0,10,D,0.0,10,D,0.0,10, C,1.0,10, C,1.0,10, D,0.0,10, C,1.0,10,C,1.0,10, D,0.0,10, D,0.0,10, D,0.0,10,A,0.0,10,D,0.0,10,C,1.0,10, B,0.0,10,D,0.0,10, D,0.0,10, D,0.0,10,C,1.0,10,D,0.0,10,0.4794633014853841,Low
294,id5251,The lunar cycle also changes, B,0.0,6, A,1.0,6,B,0.0,6, D,0.0,6, D,0.0,6, D,0.0,6, A,1.0,6,B,0.0,6,A,1.0,6,B,0.0,6,B,0.0,6,D,0.0,6,B,0.0,6, A,1.0,6, B,0.0,6, A,1.0,6, A,1.0,6,C,0.0,6, B,0.0,6, A,1.0,6, C,0.0,6,A,1.0,6,B,0.0,6,B,0.0,6, B,0.0,6,B,0.0,6, C,0.0,6, B,0.0,6,A,1.0,6,A,1.0,6,0.4794633014853841,Low
324,id5281,There are less hummingbirds by this house than before because of, D,1.0,12, D,1.0,12,D,1.0,12, B,0.0,12, B,0.0,12, A,0.0,12, D,1.0,12,D,1.0,12,A,0.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, A,0.0,12, D,1.0,12,D,1.0,12, B,0.0,12, B,0.0,12, A,0.0,12,D,1.0,12,D,1.0,12,D,1.0,12, B,0.0,12,D,1.0,12, C,0.0,12, D,1.0,12,D,1.0,12,D,1.0,12,0.4794633014853841,Low
333,id5290,Prey are eaten by, D,1.0,5, B,0.0,5,D,1.0,5, D,1.0,5, D,1.0,5, D,1.0,5, B,0.0,5,D,1.0,5,D,1.0,5,B,0.0,5,B,0.0,5,B,0.0,5,D,1.0,5, D,1.0,5, D,1.0,5, B,0.0,5, B,0.0,5,D,1.0,5, D,1.0,5, D,1.0,5, D,1.0,5,B,0.0,5,D,1.0,5,D,1.0,5, B,0.0,5,B,0.0,5, D,1.0,5, D,1.0,5,D,1.0,5,D,1.0,5,0.4794633014853841,Low
267,id5224,Which of the following contains large amounts of salt water?, A,0.0,11, C,1.0,11,C,1.0,11, B,0.0,11, B,0.0,11, D,0.0,11, C,1.0,11,C,1.0,11,D,0.0,11,D,0.0,11,C,1.0,11,C,1.0,11,B,0.0,11, A,0.0,11, A,0.0,11, C,1.0,11, C,1.0,11,A,0.0,11, A,0.0,11, D,0.0,11, D,0.0,11,C,1.0,11,B,0.0,11,C,1.0,11, B,0.0,11,D,0.0,11, B,0.0,11, D,0.0,11,A,0.0,11,D,0.0,11,0.4794633014853841,Low
353,id5310,Tapping a drumstick to a drum will, A,1.0,8, B,0.0,8,B,0.0,8, B,0.0,8, A,1.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,B,0.0,8,A,1.0,8, A,1.0,8, B,0.0,8, D,0.0,8, A,1.0,8,B,0.0,8, C,0.0,8, A,1.0,8, A,1.0,8,B,0.0,8,A,1.0,8,A,1.0,8, B,0.0,8,A,1.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,0.4794633014853841,Low
268,id5225,The nimbleness of this animal is a key adaption that allows it to escape attacks from predators:, D,1.0,18, D,1.0,18,D,1.0,18, C,0.0,18, D,1.0,18, D,1.0,18, D,1.0,18,D,1.0,18,B,0.0,18,D,1.0,18,D,1.0,18,A,0.0,18,D,1.0,18, D,1.0,18, D,1.0,18, C,0.0,18, D,1.0,18,D,1.0,18, B,0.0,18, A,0.0,18, C,0.0,18,D,1.0,18,D,1.0,18,D,1.0,18, B,0.0,18,B,0.0,18, D,1.0,18, D,1.0,18,D,1.0,18,C,0.0,18,0.47946330148538413,Low
423,id5380,What kind of object does light bounce off of?, C,1.0,10, C,1.0,10,C,1.0,10, B,0.0,10, C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10,B,0.0,10,C,1.0,10,C,1.0,10,B,0.0,10,C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10,B,0.0,10, A,0.0,10, C,1.0,10, B,0.0,10,C,1.0,10,C,1.0,10,C,1.0,10, B,0.0,10,B,0.0,10, D,0.0,10, C,1.0,10,B,0.0,10,C,1.0,10,0.47946330148538413,Low
192,id5149,A tree is not the habitat of a, D,1.0,9, D,1.0,9,D,1.0,9, A,0.0,9, A,0.0,9, D,1.0,9, D,1.0,9,D,1.0,9,B,0.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, A,0.0,9, D,1.0,9,D,1.0,9, C,0.0,9, C,0.0,9, C,0.0,9,D,1.0,9,D,1.0,9,D,1.0,9, C,0.0,9,B,0.0,9, A,0.0,9, D,1.0,9,D,1.0,9,D,1.0,9,0.47946330148538413,Low
264,id5221,which of these are you most likely to find in a desert?, C,1.0,13, C,1.0,13,D,0.0,13, C,1.0,13, D,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, D,0.0,13, C,1.0,13,D,0.0,13, B,0.0,13, D,0.0,13, D,0.0,13,C,1.0,13,C,1.0,13,C,1.0,13, A,0.0,13,D,0.0,13, A,0.0,13, C,1.0,13,C,1.0,13,C,1.0,13,0.47946330148538413,Low
111,id5068,"Light from further away may appear to be less bright than other, closer sources, such as in which instance?", B,1.0,20, B,1.0,20,B,1.0,20, C,0.0,20, D,0.0,20, D,0.0,20, B,1.0,20,B,1.0,20,B,1.0,20,B,1.0,20,B,1.0,20,B,1.0,20,B,1.0,20, B,1.0,20, B,1.0,20, D,0.0,20, B,1.0,20,B,1.0,20, A,0.0,20, B,1.0,20, B,1.0,20,D,0.0,20,B,1.0,20,B,1.0,20, B,1.0,20,C,0.0,20, D,0.0,20, D,0.0,20,B,1.0,20,C,0.0,20,0.47946330148538413,Low
386,id5343,Are deserts characterized by high sunshine?, B,1.0,7, B,1.0,7,B,1.0,7, B,1.0,7, C,0.0,7, C,0.0,7, B,1.0,7,B,1.0,7,A,0.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7, B,1.0,7, B,1.0,7, C,0.0,7, B,1.0,7,B,1.0,7, D,0.0,7, B,1.0,7, C,0.0,7,B,1.0,7,B,1.0,7,B,1.0,7, A,0.0,7,C,0.0,7, D,0.0,7, B,1.0,7,B,1.0,7,C,0.0,7,0.47946330148538413,Low
305,id5262,Which of these saws will last longer?, A,1.0,8, A,1.0,8,A,1.0,8, D,0.0,8, D,0.0,8, A,1.0,8, A,1.0,8,A,1.0,8,D,0.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, A,1.0,8, A,1.0,8, D,0.0,8, A,1.0,8,A,1.0,8, B,0.0,8, A,1.0,8, D,0.0,8,A,1.0,8,B,0.0,8,A,1.0,8, B,0.0,8,D,0.0,8, D,0.0,8, A,1.0,8,A,1.0,8,A,1.0,8,0.47946330148538413,Low
408,id5365,Global warming is lowering the world's amount of, D,1.0,9, D,1.0,9,D,1.0,9, C,0.0,9, C,0.0,9, D,1.0,9, D,1.0,9,D,1.0,9,B,0.0,9,D,1.0,9,D,1.0,9,B,0.0,9,D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9,D,1.0,9, B,0.0,9, D,1.0,9, C,0.0,9,D,1.0,9,D,1.0,9,D,1.0,9, B,0.0,9,B,0.0,9, B,0.0,9, B,0.0,9,D,1.0,9,D,1.0,9,0.47946330148538413,Low
159,id5116,Green parts of a life form absorb, B,1.0,8, B,1.0,8,B,1.0,8, B,1.0,8, C,0.0,8, B,1.0,8, B,1.0,8,B,1.0,8,C,0.0,8,B,1.0,8,B,1.0,8,B,1.0,8,B,1.0,8, B,1.0,8, A,0.0,8, A,0.0,8, B,1.0,8,B,1.0,8, B,1.0,8, B,1.0,8, C,0.0,8,A,0.0,8,B,1.0,8,B,1.0,8, B,1.0,8,A,0.0,8, D,0.0,8, A,0.0,8,B,1.0,8,A,0.0,8,0.47946330148538413,Low
138,id5095,A small creek absorbing heat energy can result in, D,0.0,10, B,1.0,10,A,0.0,10, D,0.0,10, D,0.0,10, A,0.0,10, B,1.0,10,B,1.0,10,D,0.0,10,D,0.0,10,B,1.0,10,D,0.0,10,D,0.0,10, A,0.0,10, D,0.0,10, D,0.0,10, B,1.0,10,D,0.0,10, B,1.0,10, A,0.0,10, A,0.0,10,B,1.0,10,D,0.0,10,B,1.0,10, B,1.0,10,B,1.0,10, A,0.0,10, D,0.0,10,A,0.0,10,A,0.0,10,0.47946330148538413,Low
349,id5306,What would a Jersey most likely be fed?, C,1.0,9, C,1.0,9,C,1.0,9, D,0.0,9, C,1.0,9, C,1.0,9, C,1.0,9,C,1.0,9,D,0.0,9,D,0.0,9,C,1.0,9,C,1.0,9,C,1.0,9, C,1.0,9, C,1.0,9, D,0.0,9, C,1.0,9,C,1.0,9, A,0.0,9, C,1.0,9, D,0.0,9,C,1.0,9,C,1.0,9,C,1.0,9, B,0.0,9,D,0.0,9, C,1.0,9, A,0.0,9,D,0.0,9,C,1.0,9,0.47946330148538413,Low
164,id5121,"Atomic 26 is drawn to a device, it could be", A,1.0,11, C,0.0,11,A,1.0,11, A,1.0,11, D,0.0,11, A,1.0,11, A,1.0,11,A,1.0,11,A,1.0,11,B,0.0,11,B,0.0,11,A,1.0,11,A,1.0,11, A,1.0,11, A,1.0,11, D,0.0,11, A,1.0,11,A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11,C,0.0,11,A,1.0,11,A,1.0,11, B,0.0,11,B,0.0,11, D,0.0,11, C,0.0,11,A,1.0,11,A,1.0,11,0.47946330148538413,Low
440,id5397,Water can turn to vapor, A,0.0,6, C,1.0,6,A,0.0,6, D,0.0,6, A,0.0,6, A,0.0,6, C,1.0,6,C,1.0,6,A,0.0,6,D,0.0,6,A,0.0,6,A,0.0,6,C,1.0,6, C,1.0,6, D,0.0,6, B,0.0,6, C,1.0,6,C,1.0,6, B,0.0,6, C,1.0,6, D,0.0,6,C,1.0,6,A,0.0,6,C,1.0,6, B,0.0,6,A,0.0,6, C,1.0,6, D,0.0,6,A,0.0,6,A,0.0,6,0.4901325178535608,Low
356,id5313,Dead plants are easier to find in, B,0.0,8, B,0.0,8,B,0.0,8, D,0.0,8, D,0.0,8, B,0.0,8, A,1.0,8,A,1.0,8,C,0.0,8,A,1.0,8,A,1.0,8,B,0.0,8,A,1.0,8, D,0.0,8, B,0.0,8, C,0.0,8, A,1.0,8,A,1.0,8, D,0.0,8, B,0.0,8, B,0.0,8,A,1.0,8,A,1.0,8,A,1.0,8, C,0.0,8,B,0.0,8, D,0.0,8, D,0.0,8,B,0.0,8,A,1.0,8,0.4901325178535608,Low
175,id5132,is it normal for an adult animal to lay eggs?, A,0.0,11, C,0.0,11,B,1.0,11, B,1.0,11, B,1.0,11, C,0.0,11, B,1.0,11,B,1.0,11,D,0.0,11,C,0.0,11,C,0.0,11,D,0.0,11,C,0.0,11, B,1.0,11, A,0.0,11, D,0.0,11, B,1.0,11,C,0.0,11, B,1.0,11, A,0.0,11, C,0.0,11,C,0.0,11,C,0.0,11,B,1.0,11, D,0.0,11,B,1.0,11, D,0.0,11, C,0.0,11,B,1.0,11,D,0.0,11,0.4901325178535608,Low
71,id5028,Decaying vegetation is part of the process that, D,0.0,9, C,1.0,9,C,1.0,9, D,0.0,9, C,1.0,9, D,0.0,9, C,1.0,9,C,1.0,9,D,0.0,9,D,0.0,9,B,0.0,9,D,0.0,9,C,1.0,9, C,1.0,9, D,0.0,9, C,1.0,9, C,1.0,9,A,0.0,9, A,0.0,9, D,0.0,9, D,0.0,9,D,0.0,9,C,1.0,9,None,0.0,9, B,0.0,9,D,0.0,9, D,0.0,9, C,1.0,9,B,0.0,9,D,0.0,9,0.4901325178535608,Low
148,id5105,"if coffee sits in the fridge and loses its liquid form, what is that point known as?", D,0.0,18, D,0.0,18,D,0.0,18, D,0.0,18, B,0.0,18, D,0.0,18, A,1.0,18,A,1.0,18,D,0.0,18,D,0.0,18,A,1.0,18,D,0.0,18,A,1.0,18, A,1.0,18, D,0.0,18, B,0.0,18, A,1.0,18,D,0.0,18, B,0.0,18, D,0.0,18, D,0.0,18,A,1.0,18,A,1.0,18,A,1.0,18, B,0.0,18,D,0.0,18, A,1.0,18, D,0.0,18,A,1.0,18,D,0.0,18,0.4901325178535608,Low
399,id5356,which of these is the quickest to go visiting from our world?, C,1.0,13, B,0.0,13,A,0.0,13, C,1.0,13, A,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,B,0.0,13,C,1.0,13,C,1.0,13,B,0.0,13,C,1.0,13, B,0.0,13, A,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, D,0.0,13,A,0.0,13, A,0.0,13, C,1.0,13,C,1.0,13,A,0.0,13,0.4901325178535608,Low
470,id5427,What produce pollen and seeds?, B,1.0,6, B,1.0,6,C,0.0,6, C,0.0,6, C,0.0,6, D,0.0,6, B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6,C,0.0,6,B,1.0,6, B,1.0,6, C,0.0,6, C,0.0,6, B,1.0,6,B,1.0,6, C,0.0,6, B,1.0,6, B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, B,1.0,6,B,1.0,6, C,0.0,6, C,0.0,6,B,1.0,6,D,0.0,6,0.4901325178535608,Low
35,id4992,Tadpoles start their lives as, A,1.0,6, A,1.0,6,A,1.0,6, B,0.0,6, B,0.0,6, A,1.0,6, A,1.0,6,A,1.0,6,B,0.0,6,A,1.0,6,A,1.0,6,B,0.0,6,A,1.0,6, A,1.0,6, B,0.0,6, D,0.0,6, A,1.0,6,A,1.0,6, C,0.0,6, A,1.0,6, B,0.0,6,A,1.0,6,A,1.0,6,A,1.0,6, B,0.0,6,B,0.0,6, A,1.0,6, B,0.0,6,A,1.0,6,A,1.0,6,0.4901325178535609,Low
65,id5022,The surface of the moon contains, C,1.0,7, C,1.0,7,C,1.0,7, B,0.0,7, C,1.0,7, B,0.0,7, C,1.0,7,C,1.0,7,B,0.0,7,C,1.0,7,C,1.0,7,B,0.0,7,C,1.0,7, C,1.0,7, C,1.0,7, B,0.0,7, C,1.0,7,C,1.0,7, B,0.0,7, D,0.0,7, B,0.0,7,C,1.0,7,C,1.0,7,C,1.0,7, B,0.0,7,B,0.0,7, D,0.0,7, C,1.0,7,C,1.0,7,C,1.0,7,0.4901325178535609,Low
221,id5178,Dry environments often, D,1.0,4, D,1.0,4,C,0.0,4, D,1.0,4, D,1.0,4, B,0.0,4, D,1.0,4,D,1.0,4,B,0.0,4,C,0.0,4,D,1.0,4,D,1.0,4,D,1.0,4, D,1.0,4, C,0.0,4, B,0.0,4, D,1.0,4,D,1.0,4, C,0.0,4, D,1.0,4, B,0.0,4,D,1.0,4,D,1.0,4,D,1.0,4, B,0.0,4,B,0.0,4, A,0.0,4, D,1.0,4,D,1.0,4,D,1.0,4,0.4901325178535609,Low
