,instance_id,input.text,references,predicted_text_0,stats.f1_score_0,predicted_text_1,stats.f1_score_1,predicted_text_2,stats.f1_score_2,predicted_text_3,stats.f1_score_3,predicted_text_4,stats.f1_score_4,predicted_text_5,stats.f1_score_5,predicted_text_6,stats.f1_score_6,predicted_text_7,stats.f1_score_7,predicted_text_8,stats.f1_score_8,predicted_text_9,stats.f1_score_9,predicted_text_10,stats.f1_score_10,predicted_text_11,stats.f1_score_11,predicted_text_12,stats.f1_score_12,predicted_text_13,stats.f1_score_13,predicted_text_14,stats.f1_score_14,predicted_text_15,stats.f1_score_15,predicted_text_16,stats.f1_score_16,predicted_text_17,stats.f1_score_17,predicted_text_18,stats.f1_score_18,predicted_text_19,stats.f1_score_19,predicted_text_20,stats.f1_score_20,predicted_text_21,stats.f1_score_21,predicted_text_22,stats.f1_score_22,predicted_text_23,stats.f1_score_23,predicted_text_24,stats.f1_score_24,predicted_text_25,stats.f1_score_25,predicted_text_26,stats.f1_score_26,predicted_text_27,stats.f1_score_27,predicted_text_28,stats.f1_score_28,predicted_text_29,stats.f1_score_29,std,agreement_level
284,id2032,In the song i drive your truck who is he talking about?,"his brother (correct)SALILSPLITCHECKhis brother, who died in action in the United States Army (correct)", His brother,1.0, Taylor Swift,0.0, His dad,0.5,His wife,0.5,His deceased brother,0.8,His brother,1.0,his ex-girlfriend,0.5,His brother,1.0, his brother,1.0, his girlfriend,0.5, His wife,0.5,His wife,0.5, his wife,0.5,His brother,1.0," The song ""I Drive Your Truck"" is about a man who lost his brother in the war. The song is about how he copes with his grief by driving his brother's truck. The song was written by Connie Harrington, Jessi Alexander, and Jimmy Yeary. It was recorded by Lee Brice and released in 2012.",0.17391304347826086, His dad,0.5," Answer: His brother, who died in Iraq.",0.625,His brother,1.0,His brother,1.0, His dead brother,0.8, His deceased brother,0.8,His brother,1.0, His son,0.5,His brother,1.0, His brother,1.0,His brother,1.0, His brother,1.0, His dead brother,0.8,His late father,0.4,his deceased brother,0.8,0.28382302874564413,Medium
566,id3198,Who inaugurated 'world teachers' day'?,UNESCO (correct)SALILSPLITCHECKILO (correct), UNESCO,1.0, UNESCO,1.0, UNESCO,1.0,Unesco,1.0,UNESCO,1.0,UNESCO,1.0,UNESCO,1.0,UNESCO,1.0, UNESCO,1.0," Kofi Annan, the then-Secretary-General of the United Nations, on 5 October 2005",0.0, Indira Gandhi,0.0,UNESCO,1.0, UNESCO,1.0,UNESCO,1.0, UNESCO,1.0, UNESCO,1.0, UNESCO,1.0,UNESCO,1.0,UNESCO,1.0, UNESCO,1.0," United Nations Educational, Scientific and Cultural Organization (UNESCO)",0.2222222222222222,UNESCO,1.0, UNESCO,1.0,UNESCO,1.0, Unesco,1.0,UNESCO,1.0, UNESCO,1.0, UNESCO,1.0,UNESCO,1.0,UNESCO,1.0,0.28452844385503123,Medium
391,id249,Where does the optic nerve cross the midline ​?,optic chiasm (correct)SALILSPLITCHECKThe optic chiasm or optic chiasma (correct), At the optic chiasm,0.8, Optic chiasm,1.0, In the optic chiasm,0.8,Chiasm,0.6666666666666666,Optic Chiasm,1.0,The optic chiasm,1.0,optic chiasm,1.0,Chiasm,0.6666666666666666, the chiasm,0.6666666666666666, the brain,0.0, The optic chiasm,1.0,The optic nerve crosses the midline at the optic chiasm.,0.5, Optic chiasm,1.0,optic chiasm,1.0, The optic nerve crosses the midline at the optic chiasm.,0.5, Optic chiasm,1.0, optic chiasm,1.0,Chiasm,0.6666666666666666,Optic chiasm,1.0, Optic chiasm,1.0, The optic chiasm,1.0,Optic chiasm,1.0, optic chiasm,1.0,Behind the eye,0.0, optic chiasm,1.0,Optic chiasm,1.0, Optic chiasm,1.0, Optic chiasm,1.0,Chiasm,0.6666666666666666,The optic nerve crosses the midline at the optic chiasm.,0.5,0.28482478761933805,Medium
695,id3702,Where did huntington's disease get its name?,the physician George Huntington (correct), New York,0.0, Dr. George Huntington,0.6666666666666666, Huntington's,0.0,George Huntington,0.8,George Huntington,0.8,George Huntington,0.8,George Huntington,0.8,George Huntington,0.8," from the American physician George Huntington (1850–1916), who described the disease in 1872",0.42857142857142855," from the name of the first person to be diagnosed with the disease, American geneticist James Huntington",0.11764705882352941, After the doctor who discovered it,0.0,George Huntington,0.8," Huntington's disease was named after George Huntington, a 19th century American physician who first described the disease.",0.3529411764705882,"Huntington, New York",0.3333333333333333," Huntington's disease was named after George Huntington, an American physician who first described the disease in 1872. Huntington's disease is a genetic disorder that causes the progressive breakdown of nerve cells in the brain. The disease is characterized by involuntary movements, cognitive decline, and psychiatric problems. Huntington's disease is a fatal disease, and there is no cure.",0.14634146341463414, Dr. George Huntington,0.6666666666666666, George Huntington,0.8,George huntington,0.8,Huntington,0.5," Huntington, West Virginia",0.3333333333333333," From George Huntington, the American physician who first described it in 1872.",0.42857142857142855,George Huntington,0.8, George Huntington,0.8,Dr. George Huntington,0.6666666666666666," Huntington, New York",0.3333333333333333,"Huntington, New York",0.3333333333333333, George Huntington,0.8, From george huntington,0.6666666666666666,George Huntington,0.8,"Huntington's disease got its name from George Huntington, the physician who first described the condition in 1872.",0.3333333333333333,0.2850077028448222,Medium
197,id1724,When did the celebrities enter the big brother house?,"2017 (correct)SALILSPLITCHECKFebruary 7, 2018 (correct)", 2018,0.5, 2018,0.5, 2017,1.0,2018,0.5,2018,0.5,"The output format seems to be providing a specific year or number in response to the question asked. However, without a specific season or year mentioned for ""the celebrities enter the big brother house,"" it's impossible to give a definitive answer as there have been multiple seasons of ""Celebrity Big Brother"" in various countries, and each season has a different start date.",0.0,2018,0.5,2018,0.5," June 28, 2018",0.3333333333333333," July 16, 2018",0.3333333333333333, 2018,0.5,2018,0.5," July 16, 2016",0.0,"I do not have enough context to determine the answer. The examples provide information about dates related to TV shows, movies, sports, and statues, but there is no clear pattern or mapping to apply to the final question about when celebrities entered the Big Brother house. More clarifying details or examples would be needed.",0.0, 2018,0.5, 2017,1.0, 2018,0.5,2017,1.0,2018,0.5, 2018,0.5," August 17, 2019",0.0,2018,0.5, 2018,0.5,2018,0.5, 2018,0.5,2014,0.0, 2018,0.5, 2018,0.5,2022,0.0,2019,0.0,0.2861199455541917,Medium
93,id131,Which site of an enzyme is called allosteric site?,regulatory site (correct), The allosteric site is the binding site for an allosteric effector.,0.25, Active site,0.5, Active site,0.5,Active site,0.5,Non-active site,0.5,"The output to the last example is not a specific year or location, so I will provide a definition in line with the previous answers' format:",0.0,the active site,0.5,Active site,0.5," a site that is distinct from the active site, and through which effectors bind to the protein, causing conformational changes and altering the enzyme's activity",0.09523809523809523, an area on the enzyme where a chemical group can bind to it and change the enzyme's shape and function,0.0, Active site,0.5,Active site,0.5, Active site,0.5,Regulatory site,1.0," The allosteric site is a site on an enzyme that is not the active site, but which can bind to a molecule and cause a change in the enzyme's activity. This change in activity can be either an increase or a decrease. Allosteric sites are often found on enzymes that are involved in metabolic pathways, and they can play a role in regulating the activity of these pathways.",0.04878048780487805, The site that binds the substrate,0.3333333333333333, Regulatory site,1.0,Active site,0.5,Allosteric site,0.5, Active site,0.5, The active site.,0.5,Regulatory site,1.0, Substrate,0.0,Active site,0.5, Allosteric site is a site on an enzyme other than the active site.,0.2,Regulatory site,1.0, The site of an enzyme that is not the active site but can bind to other molecules and affect the enzyme's activity is called the allosteric site.,0.09523809523809523, Active site,0.5,Allosteric site,0.5,The allosteric site of an enzyme is called the regulatory site.,0.4444444444444444,0.28685541631324324,Medium
739,id3876,Where is fe best absorbed in the body?,in the duodenum by enterocytes of the duodenal lining (correct)SALILSPLITCHECKduodenum by enterocytes of the duodenal lining (correct)SALILSPLITCHECKin the duodenum (correct)SALILSPLITCHECKthe duodenum (correct), Small intestine,0.0, Stomach,0.0, In the intestines,0.5,Small intestine,0.0,Small Intestine,0.0,Duodenum,1.0,small intestine,0.0,Small intestine,0.0, small intestine,0.0, the skin and mucous membranes,0.0, The small intestine,0.0,In the stomach,0.5, Liver,0.0,The small intestine,0.0," The duodenum is the primary site of iron absorption. Iron is absorbed in the duodenum and upper jejunum. The absorption of iron is regulated by the body's need for iron. When the body's iron stores are low, the absorption of iron is increased. When the body's iron stores are high, the absorption of iron is decreased.",0.25806451612903225, In the small intestine,0.4, duodenum,1.0,Small intestine,0.0,Small intestine,0.0, Small intestine,0.0, The small intestine,0.0,Small intestine,0.0, Small intestine,0.0,In the stomach,0.5, Small intestine,0.0,Small intestine,0.0, Small intestine,0.0, Stomach,0.0,Small intestine,0.0,"In the last example, the output is missing.",0.25,0.28716186723801324,Medium
717,id3802,Who is opening for little mix glory days tour?,The Vamps (correct)SALILSPLITCHECKConor Maynard (correct)SALILSPLITCHECKBronnie (correct)SALILSPLITCHECKElla Eyre (correct)SALILSPLITCHECKSheppard (correct)SALILSPLITCHECKLouisa Johnson (correct)SALILSPLITCHECKZoe Badwi (correct), Camila Cabello,0.0, Rita Ora,0.0, Little Mix,0.0,Jacob Whitesides,0.0,Information not available,0.0,Jesy Nelson,0.0,The Vamps,1.0,No one,0.0, CNCO,0.0, The Chainsmokers,0.0, Bebe Rexha,0.0,5 seconds of summer,0.0, jay-z,0.0,Unknown,0.0, The opening act for Little Mix's Glory Days tour is Louisa Johnson.,0.3076923076923077, Fifth harmony,0.0, Answer: Louisa Johnson,0.8,Matt Terry,0.0,Machine Gun Kelly,0.0, 5 Seconds of Summer,0.0, CNCO,0.0,Not known,0.0, Charli XCX,0.0,Fifth Harmony,0.0, Jade thirlwall,0.0,Ella Eyre,1.0, Charli XCX,0.0, 5SOS,0.0,Bebe Rexha,0.0,The output for the last example is not given.,0.0,0.28844108386070166,Medium
126,id143,Who wrote song what a friend we have in jesus?,Joseph M. Scriven (correct)SALILSPLITCHECKCharles Crozat Converse (correct)SALILSPLITCHECKWilliam Bolcom (correct), Joseph Scriven,0.8, Charles Wesley,0.4, John Newton,0.0,Joseph Scriven,0.8,Joseph M. Scriven,1.0,Joseph M. Scriven,1.0,Joseph Scriven,0.8,Joseph Scriven,0.8, Joseph Scriven,0.8, Joseph M. Scriven,1.0, Isaac Watts,0.0,Charles Crozat Converse,1.0, John Newton,0.0,Joseph Scriven,0.8, Joseph Scriven,0.8, Joseph Scriven,0.8, Joseph Scriven,0.8,Charles Crozat Converse,1.0,Joseph Scriven,0.8, Joseph Scriven,0.8, Joseph M. Scriven,1.0,Joseph Scriven,0.8, Joseph M. Scriven,1.0,Charles C. Converse,0.6666666666666666, Charles converse,0.8,Joseph Scriven,0.8, Joseph Scriven,0.8, Joseph M. Scriven,1.0,Joseph Scriven,0.8,Joseph M. Scriven,1.0,0.2885733614347613,Medium
676,id3626,Who presides over the highest criminal court in a district?,one District Judge appointed by the state Governor (correct)SALILSPLITCHECKDistrict Judge (correct), The Chief Judge,0.5, District Attorney,0.5, District Attorney,0.5,District attorney,0.5,District Judge,1.0,District Attorney,0.5,Chief Judge,0.5,District Judge,1.0, district attorney,0.5, Court of Appeals for the District of Columbia Circuit,0.2222222222222222, The district court,0.5,District Attorney,0.5, District Judge,1.0,District judge,1.0, The chief judge of the district court presides over the highest criminal court in a district.,0.3333333333333333, District Attorney,0.5, District Judge,1.0,District Court Judge,0.8,District Judge,1.0, A district judge,1.0, The Chief Judge,0.5,District Attorney,0.5, District Attorney,0.5,The District Attorney,0.5, Judge,0.6666666666666666,District judge,1.0, Chief Justice,0.0, The district attorney,0.5,District Attorney,0.5,Chief Justice,0.0,0.28876999223417993,Medium
53,id1154,What was the biggest tank in world war 2?,"Panzerkampfwagen VIII Maus (correct)SALILSPLITCHECKPanzerkampfwagen VIII Maus (""Mouse"") (correct)", Tiger I,0.0, T-34,0.0, The Tiger,0.0,Tiger 1,0.0,Panzer VIII Maus,0.6666666666666666,Panzer VIII Maus,0.6666666666666666,Maus,0.5,Maus,0.5, IS-3,0.0," the Soviet Union's IS-3 tank destroyer, which had a main gun capable of firing up to 400 mm (15.7 in) and a secondary gun of 85 mm (3.4 in)",0.0, The Tiger,0.0,Tiger,0.0, The titanic,0.0,The biggest tank in World War 2 was the German Panzer VIII Maus.,0.2857142857142857," The Panzer VIII Maus was the biggest tank in World War 2. It was a German super-heavy tank that was designed in 1942 and produced in 1944. The Maus weighed 188 tons and was armed with a 128 mm gun and a 75 mm gun. It was powered by a 1,200 horsepower engine and had a top speed of 12 miles per hour. The Maus was never used in combat, but it was captured by the Soviet Union at the end of the war.",0.07547169811320754, Tiger,0.0, Panzer VIII Maus,0.6666666666666666,Tiger 2,0.0,Panzer VIII Maus,0.6666666666666666, Maus,0.5, Tiger I,0.0,Tiger II,0.0, Panzer VIII Maus,0.6666666666666666,Maus,0.5, Tiger 2,0.0,Panzer VIII Maus,0.6666666666666666, Maus,0.5, Tiger,0.0,Tiger I,0.0,Tiger II,0.0,0.2897561118803362,Medium
169,id1592,What type of snake is kaa in jungle book?,Indian rock python (correct), Indian python,0.8, King Cobra,0.0, Boa constrictor,0.0,Python,0.5,Indian Rock Python,1.0,Indian python,0.8,python,0.5,Python,0.5, Indian python,0.8," cobra or mambas, a large venomous snake that lives in forests and grasslands in Africa, Asia, and Australia. Kaa is portrayed as a friendly and playful character, using her venomous bite to protect her young. She is known for her interactions with Baloo, the bear, and her role in raising the infant Mowgli. Kaa's design and animation incorporate elements of real-world cobras and may incorporate other snake species as well. She is a popular villain in the film. ",0.0, Cobra,0.0,python,0.5, python,0.5,Python,0.5, Indian python,0.8, python,0.5, Indian python,0.8,Python,0.5,Python,0.5, Python,0.5, Indian Rock Python,1.0,Rock python,0.8, Rock Python,0.8,King Cobra,0.0, python,0.5,Python,0.5, Python,0.5, Python,0.5,Rock Python,0.8,python,0.5,0.2902436550733622,Medium
962,id855,Who wrote the song i hate you i love you?,Garrett Nash (correct)SALILSPLITCHECKOlivia O'Brien (correct)SALILSPLITCHECKAngel Benitez (correct), Gnash,0.0, Gwen Stefani,0.0, Taylor swift,0.0,Gnash,0.0,Olivia O'Brien and Gnash,0.6666666666666666,Olivia O'Brien and Gnash,0.6666666666666666,Gnash,0.0,Gnash,0.0, Olivia Rodrigo,0.5, Michael Bolton,0.0, Gnarls Barkley,0.0,Gnash,0.0, Taylor Swift,0.0,Gnash featuring Olivia O'Brien,0.6666666666666666, Gnash,0.0, Taylor Swift,0.0, Gnash,0.0,Gnash,0.0,Gnash featuring Olivia O'Brien,0.6666666666666666, Gnash,0.0, Gnash and Olivia O'Brien,0.6666666666666666,Gnash,0.0, gnash,0.0,Gnash,0.0, gnash,0.0,Gnash featuring Olivia O'Brien,0.6666666666666666, Gnash,0.0, Gnash,0.0,Gnash featuring Olivia O'Brien,0.6666666666666666,gnash,0.0,0.29191970414035007,Medium
91,id1304,Who appoints the chair of the federal reserve system?,the President of the United States (correct)SALILSPLITCHECKPresident of the United States (correct), The President of the United States,1.0, president,0.4, The president,0.4,The president,0.4,The President of the United States,1.0,The President of the United States,1.0,President of the United States,1.0,The President,0.4, the President of the United States,1.0, the President of the United States in consultation with the Board of Governors of the Federal Reserve System,0.5, The president,0.4,The president,0.4, The president,0.4,The President of the United States,1.0, The President of the United States appoints the Chair of the Federal Reserve System. The Chair is then confirmed by the Senate.,0.4444444444444444, The president,0.4, President of the United States,1.0,The president,0.4,The President,0.4, President,0.4, The President of the United States,1.0,The president,0.4, President of the United States,1.0,The President,0.4, The president,0.4,The President of the United States,1.0, The President of the United States,1.0, The president,0.4,"The President of the United States, with the advice and consent of the Senate.",0.6153846153846154,The President of the United States,1.0,0.2920399118955283,Medium
380,id2434,Who caused to build qutub minar in delhi?,Qutub-ud-din Aibak (correct)SALILSPLITCHECKQutab Ud-Din-Aibak (correct)SALILSPLITCHECKAibak's successor and son-in-law Iltutmish (correct)SALILSPLITCHECKFiroz Shah Tughlaq (correct)SALILSPLITCHECKQutab-ud-din Aibak (correct)SALILSPLITCHECKIltutmish (correct), Qutb-ud-din Aibak,0.5, Qutb-ud-din Aibak,0.5, Qutub-ud-din Aibak,1.0,Qutub-ud-din Aibak,1.0,Qutb-ud-din Aibak,0.5,Qutb al-Din Aibak,0.4,Qutb-ud-din Aibak,0.5,Qutub-ud-din Aibak,1.0, Qutb-ud-din Aibak,0.5, Prithvi Singh Tomar,0.0, Qutub-ud-din Aibak,1.0,Iltutmish,1.0, Qutub-ud-din Aibak,1.0,Qutub-ud-din Aibak,1.0, Qutub-ud-din Aibak,1.0, Qutubuddin Aibak,1.0, Qutb-ud-din Aibak,0.5,Qutub-ud-din Aibak,1.0,Qutb al-Din Aibak,0.4, Qutubuddin Aibak,1.0, Qutb-ud-din Aibak,0.5,Qutb-ud-din Aibak,0.5, Qutb-ud-din Aibak,0.5,Qutub-ud-din Aibak,1.0, Qutub-ud-din Aibak,1.0,Qutub-ud-din Aibak,1.0, Qutub-ud-din Aibak,1.0, Qutub-ud-din Aibak,1.0,Qutb-ud-Din Aibak,0.5,Qutb-ud-din Aibak,0.5,0.2932379677789464,Medium
662,id357,Who wrote antigone and what are the dates of his birth and death?,Sophocles (correct)SALILSPLITCHECKc. 497/6 – winter 406/5 BC (correct)SALILSPLITCHECKc. 497/6 (correct)SALILSPLITCHECKwinter 406/5 BC (correct)," Sophocles, -496 to -406",0.4, Sophocles,1.0, Sophocles,1.0,Sophocles,1.0,"Sophocles, 496-406 BC",0.5,"Sophocles, 497/6 BC - 406/5 BC",0.6000000000000001,Sophocles,1.0,"Sophocles, 497-406 BC",0.5," Sophocles, born c. 496 BC – died 406 BC",0.4285714285714286, Sophocles,1.0," Sophocles, 496-406 BC",0.5,"Sophocles, 496-406 B.C.",0.5, Sophocles,1.0,"Sophocles, 496 BC - 406 BC",0.4, Antigone was written by Sophocles. He was born in 496 BC and died in 406 BC.,0.14285714285714285," Sophocles, 496-406 BC",0.5," Sophocles, 496 BC - 406 BC",0.4,Sophocles,1.0,,0.0, Sophocles (496-406 BC),0.5, Antigone was written by Sophocles. He was born in 496 BC and died in 406 BC.,0.14285714285714285,"Sophocles, 496 BC - 406 BC",0.4, 496 BC – 406 BC,0.4,"Sophocles, 496 BC - 406 BC",0.4, Sophocles (496 BC - 406 BC),0.4,"Sophocles, 496-406 BC",0.5," Sophocles, 496 BC - 406 BC",0.4, Sophocles,1.0,"Sophocles, c. 496-406 BC",0.4,"Sophocles, 496 BC - 406 BC",0.4,0.29422504834865487,Medium
939,id769,When does the second part of vikings season 4 start?,"November 30, 2016 (correct)"," November 28th, 2017",0.3333333333333333, 2016,0.5, 2018,0.0,2016,0.5,2016,0.5,2016,0.5,"November 28, 2016",0.6666666666666666,2016,0.5," November 29, 2017",0.3333333333333333," March 3, 2017",0.0, 2018,0.0,2016,0.5, 2018,0.0,2016,0.5," November 30, 2016",1.0, 2018,0.0, 2016,0.5,2017,0.0,2017,0.0," November 30, 2017",0.6666666666666666," November 28, 2018",0.3333333333333333,2016,0.5, 2017,0.0,2016,0.5, 2018,0.0,November 2017,0.4," November 28, 2017",0.3333333333333333," November 30, 2016",1.0,2017,0.0,2016,0.5,0.29487101321030706,Medium
129,id1442,What is the meaning of cc and bcc?,Carbon copy to secondary recipients (correct)SALILSPLITCHECKBlind carbon copy to tertiary recipients who receive the message (correct)SALILSPLITCHECKCarbon copy (correct)SALILSPLITCHECKBlind carbon copy (correct)," CC stands for ""carbon copy"" and BCC stands for ""blind carbon copy."" They are both email terms that allow you to send a copy of an email to multiple recipients.",0.3333333333333333, Carbon Copy and Blind Carbon Copy,0.8571428571428572, carbon copy and blind carbon copy,0.8571428571428572,Carbon copy and blind carbon copy,0.8571428571428572,Carbon Copy and Blind Carbon Copy,0.8571428571428572,"CC stands for ""Carbon Copy"" and BCC stands for ""Blind Carbon Copy"".",0.5454545454545455,carbon copy and blind carbon copy,0.8571428571428572,Carbon Copy and Blind Carbon Copy,0.8571428571428572, Carbon Copy and Blind Carbon Copy,0.8571428571428572," The cc and bcc fields in an email are used to specify the email addresses of the recipients. The cc field stands for ""carbon copy,"" and the bcc field stands for ""blind carbon copy."" When you use these fields, you can send a copy of the email to one or more recipients, and also to a group of recipients who are not visible to the recipients of the original email. This can be useful for keeping track of conversations or for ensuring that certain people receive a copy of the message, without revealing the identity of the other recipients. ",0.2711864406779661, Carbon copy and blind carbon copy,0.8571428571428572,"cc = carbon copy, bcc = blind carbon copy",0.7499999999999999, carbon copy and blind carbon copy,0.8571428571428572,"CC stands for ""carbon copy"" and BCC stands for ""blind carbon copy"". These are email terms used when sending an email to multiple recipients. CC recipients are visible to all other recipients. BCC recipients are hidden from the other recipients.",0.3125," CC stands for carbon copy. It is used to send a copy of an email to someone who is not the primary recipient. BCC stands for blind carbon copy. It is used to send a copy of an email to someone who is not the primary recipient, but the primary recipient will not be able to see that the email was also sent to the BCC recipient.",0.2702702702702703, carbon copy and blind carbon copy,0.8571428571428572," CC stands for carbon copy, and BCC stands for blind carbon copy. When you CC someone on an email, they will receive a copy of the email, and their email address will be visible to all other recipients. When you BCC someone on an email, they will also receive a copy of the email, but their email address will not be visible to any of the other recipients.",0.31578947368421056,Carbon Copy and Blind Carbon Copy,0.8571428571428572,,0.0, cc means carbon copy and bcc means blind carbon copy,0.6," CC stands for ""carbon copy"" and BCC stands for ""blind carbon copy"". They are both used in email to indicate who should receive a copy of the message.",0.4666666666666667,Carbon copy and blind carbon copy,0.8571428571428572," carbon copy, blind carbon copy",1.0,Carbon Copy and Blind Carbon Copy,0.8571428571428572, Carbon copy and blind carbon copy,0.8571428571428572,"CC stands for ""carbon copy"" and BCC stands for ""blind carbon copy"". They are used when sending emails to multiple recipients. CC includes recipients in the list of people the email was sent to. BCC includes recipients but does not show their email addresses to the other people receiving the email.",0.23809523809523814," CC stands for ""carbon copy"" and BCC stands for ""blind carbon copy."" In an email, CC recipients can see all other recipients, while BCC recipients are hidden from all other recipients.",0.2857142857142857, CC stands for carbon copy and BCC stands for blind carbon copy.,0.5454545454545455,,0.0,"The meaning of cc is ""carbon copy"" and the meaning of bcc is ""blind carbon copy"".",0.5,0.2957622583649502,Medium
976,id914,Where does us highway 1 start and end?,"from Fort Kent, Maine, at the Canada–US border, south to Key West, Florida (correct)SALILSPLITCHECKfrom Fort Kent, Maine, at the Canada–US border (correct)SALILSPLITCHECKto Key West, Florida (correct)SALILSPLITCHECKFort Kent, Maine (correct)SALILSPLITCHECKKey West, Florida (correct)", Florida,0.5, Florida,0.5," San Francisco, California",0.0,San francisco to san diego,0.25,"Key West, Florida to Fort Kent, Maine",0.7368421052631579,"Key West, Florida - Fort Kent, Maine",0.6666666666666666,"Key West, Florida",1.0,Florida and Maine,0.3333333333333333," in northern California, extending all the way to Maine",0.2, the southern tip of Baja California and the northern tip of Alaska,0.0, California,0.0,"Key West, Florida to Fort Kent, Maine",0.7368421052631579, California,0.0,"Fort Kent, Maine to Key West, Florida",0.7368421052631579," US Highway 1 starts in Key West, Florida and ends in Fort Kent, Maine.",0.4800000000000001, California and Florida,0.3333333333333333," Key West, Florida; Fort Kent, Maine",0.6666666666666666,Maine to Florida,0.5714285714285714,California to Florida,0.5714285714285714, Maine,0.5," US Highway 1 starts in Key West, Florida and ends in Fort Kent, Maine.",0.4800000000000001,"Key West, Florida to Fort Kent, Maine",0.7368421052631579, Maine to Florida,0.5714285714285714,"San Francisco, CA and Key West, FL",0.4," Key West, Florida",1.0,2014,0.0, Florida to California,0.5714285714285714, California,0.0,Maine and Florida,0.3333333333333333,"Key West, Florida to Fort Kent, Maine",0.7368421052631579,0.2958894365135137,Medium
314,id2154,Ajay devgan preity zinta and madhuri dixit movie?,Yeh Raaste Hain Pyaar Ke (correct), Kal Ho Naa Ho,0.0, Koyla,0.0, hum dil de chuke sanam,0.0,Dil to pagal hai,0.0,Yeh Raaste Hain Pyaar Ke,1.0,Yeh Raaste Hain Pyaar Ke,1.0,Dilwale,0.0,Lajja,0.0, Kal Ho Naa Ho,0.0, Hum Tumharein Naam Se,0.0, Dil To Pagal Hai,0.0,Hum dil de chuke sanam,0.0," Ajay Devgan and Preity Zinta starrer film is titled as 'Khoobsurat'. The film is directed by Sanjay Gupta and produced by Aditya Chopra. The film is scheduled to release on the 25th of January, 2018.",0.0,I do not have enough information to determine the answer. The examples do not provide a clear mapping to generate the output. Please provide additional details on how to map the inputs to the expected outputs.,0.0, Dil To Pagal Hai,0.0, Hum Dil De Chuke Sanam,0.0, Answer: Yeh Raaste Hain Pyaar Ke,0.9090909090909091,Hum tum,0.0,Dil To Pagal Hai,0.0, 2003,0.0, Kal Ho Naa Ho (2003),0.0,Hum Dil De Chuke Sanam,0.0, Dil Toh Pagal Hai,0.0,Dil to pagal hai,0.0, Hum dil de chuke sanam,0.0,Dil To Pagal Hai,0.0, Yaadein,0.0, Hum dil de chuke sanam,0.0,Dil To Pagal Hai,0.0,Unknown,0.0,0.29620313492717454,Medium
489,id29,What part of the brain is in the middle cranial fossa?,the temporal lobes (correct)SALILSPLITCHECKtemporal lobes (correct)SALILSPLITCHECKpituitary gland (correct)SALILSPLITCHECKthe pituitary gland (correct), The temporal lobe.,0.5, Pons,0.0, Frontal lobe,0.0,Temporal lobe,0.5,Temporal Lobe,0.5,Temporal lobe,0.5,temporal lobe,0.5,Pituitary gland,1.0, the temporal lobe,0.5, the pons,0.0, The thalamus,0.0,Frontal lobe,0.0, Cerebellum,0.0,Temporal lobe,0.5," The middle cranial fossa contains the temporal lobes of the brain, the pituitary gland, and the cavernous sinus.",0.26666666666666666, Cerebellum,0.0, Temporal lobes,1.0,Pons,0.0,Temporal lobe,0.5, Pons,0.0, The temporal lobe.,0.5,Temporal lobe,0.5, Temporal lobe,0.5,Temporal lobe,0.5, Cerebrum,0.0,Temporal lobe,0.5, Temporal lobe,0.5, Cerebellum,0.0,Temporal lobe,0.5,The temporal lobe,0.5,0.2969749571254156,Medium
517,id3010,Who created the borders of africa's countries?,European imperial powers (correct), Europeans,0.0, European colonists,0.4, The europeans,0.0,Europeans,0.0,European Colonizers,0.4,European Colonial Powers,0.6666666666666666,European powers,0.8,Europeans,0.0, European colonial powers,0.6666666666666666, European geographers and cartographers during the late 15th and early 16th century,0.15384615384615385, European colonial powers,0.6666666666666666,Europeans,0.0, France,0.0,European colonial powers,0.6666666666666666," The borders of Africa's countries were created by European colonial powers during the Scramble for Africa in the late 19th century. The borders were often drawn arbitrarily, without regard for the ethnic or cultural boundaries of the African peoples. This has led to a number of problems, including ethnic conflict, civil war, and poverty.",0.09090909090909091, European countries,0.4, European colonizers,0.4,Europeans,0.0,European colonists,0.4, Europeans,0.0, European colonial powers,0.6666666666666666,Europeans,0.0, European colonizers,0.4,Europeans,0.0, European colonizers,0.4,European colonial powers,0.6666666666666666, European countries,0.4, European powers,0.8,European colonial powers,0.6666666666666666,The output to the last example is not given.,0.0,0.2970730991887173,Medium
774,id3994,Who is the first wife on sister wives?,Meri (correct), Meri Brown,0.6666666666666666, Meri Brown,0.6666666666666666, Janelle,0.0,Meri,1.0,Meri Brown,0.6666666666666666,Meri,1.0,Meri Brown,0.6666666666666666,Meri,1.0, Meri Brown,0.6666666666666666, Janelle Brown,0.0, Meri,1.0,Meri,1.0, Kody Brown,0.0,Meri Brown,0.6666666666666666, Meri Brown,0.6666666666666666, Meri,1.0, Meri Brown,0.6666666666666666,Meri,1.0,Meri,1.0, Meri,1.0, Meri Brown,0.6666666666666666,Meri Brown,0.6666666666666666, Meri Brown,0.6666666666666666,Meri,1.0, Meri,1.0,Meri Brown,0.6666666666666666, Meri Brown,0.6666666666666666, Meri,1.0,Meri Brown,0.6666666666666666,Meri,1.0,0.29921139432343785,Medium
